"source,""target"",""path"",""path_length"",""path_sign"""
"Proportion of High-Risk Elderly Patients (Aging population),""30-Day Readmission Rate"",""Proportion of High-Risk Elderly Patients (Aging population) -> Hospital Admissions -> Hospital Operating Costs -> Pressure for Cost Containment -> Average LOS -> Discharge Planning Quality -> Continuity of Care -> Medication Reconciliation Accuracy -> 30-Day Readmission Rate"",8,""+"""
"Proportion of High-Risk Elderly Patients (Aging population),""30-Day Readmission Rate"",""Proportion of High-Risk Elderly Patients (Aging population) -> Hospital Admissions -> Hospital Operating Costs -> Pressure for Cost Containment -> Average LOS -> Discharge Planning Quality -> Continuity of Care -> Post-Discharge Follow-up Quality -> Early Detection Rate -> 30-Day Readmission Rate"",9,""+"""
"Proportion of High-Risk Elderly Patients (Aging population),""30-Day Readmission Rate"",""Proportion of High-Risk Elderly Patients (Aging population) -> Hospital Admissions -> Hospital Operating Costs -> Pressure for Cost Containment -> Average LOS -> Pressure for Early Discharge -> Post Discharge Care Needs -> Municipal Care Burden/Workload -> Care Gaps -> Post-Discharge Follow-up Quality -> Early Detection Rate -> 30-Day Readmission Rate"",11,""+"""
"Proportion of High-Risk Elderly Patients (Aging population),""30-Day Readmission Rate"",""Proportion of High-Risk Elderly Patients (Aging population) -> Hospital Admissions -> Hospital Operating Costs -> Pressure for Cost Containment -> Average LOS -> Pressure for Early Discharge -> Clinical Stability -> Premature Discharge Risk -> 30-Day Readmission Rate"",8,""+"""
"Proportion of High-Risk Elderly Patients (Aging population),""30-Day Readmission Rate"",""Proportion of High-Risk Elderly Patients (Aging population) -> Hospital Admissions -> Hospital Operating Costs -> Pressure for Cost Containment -> Staffing Levels -> Workload -> Medical Error Rate (Care Quality) -> Discharge Planning Quality -> Average LOS -> Pressure for Early Discharge -> Post Discharge Care Needs -> Municipal Care Burden/Workload -> Care Gaps -> Post-Discharge Follow-up Quality -> Early Detection Rate -> 30-Day Readmission Rate"",15,""-"""
"Proportion of High-Risk Elderly Patients (Aging population),""30-Day Readmission Rate"",""Proportion of High-Risk Elderly Patients (Aging population) -> Hospital Admissions -> Hospital Operating Costs -> Pressure for Cost Containment -> Staffing Levels -> Workload -> Medical Error Rate (Care Quality) -> Discharge Planning Quality -> Average LOS -> Pressure for Early Discharge -> Clinical Stability -> Premature Discharge Risk -> 30-Day Readmission Rate"",12,""-"""
"Proportion of High-Risk Elderly Patients (Aging population),""30-Day Readmission Rate"",""Proportion of High-Risk Elderly Patients (Aging population) -> Hospital Admissions -> Hospital Operating Costs -> Pressure for Cost Containment -> Staffing Levels -> Workload -> Medical Error Rate (Care Quality) -> Discharge Planning Quality -> Premature Discharge Risk -> 30-Day Readmission Rate"",9,""+"""
"Proportion of High-Risk Elderly Patients (Aging population),""30-Day Readmission Rate"",""Proportion of High-Risk Elderly Patients (Aging population) -> Hospital Admissions -> Hospital Operating Costs -> Pressure for Cost Containment -> Staffing Levels -> Workload -> Medical Error Rate (Care Quality) -> Discharge Planning Quality -> Continuity of Care -> Medication Reconciliation Accuracy -> 30-Day Readmission Rate"",10,""+"""
"Proportion of High-Risk Elderly Patients (Aging population),""30-Day Readmission Rate"",""Proportion of High-Risk Elderly Patients (Aging population) -> Hospital Admissions -> Hospital Operating Costs -> Pressure for Cost Containment -> Staffing Levels -> Workload -> Medical Error Rate (Care Quality) -> Discharge Planning Quality -> Continuity of Care -> Post-Discharge Follow-up Quality -> Early Detection Rate -> 30-Day Readmission Rate"",11,""+"""
"Proportion of High-Risk Elderly Patients (Aging population),""30-Day Readmission Rate"",""Proportion of High-Risk Elderly Patients (Aging population) -> Hospital Admissions -> Hospital Operating Costs -> Pressure for Cost Containment -> Discharge Planning Quality -> Average LOS -> Pressure for Early Discharge -> Post Discharge Care Needs -> Municipal Care Burden/Workload -> Care Gaps -> Post-Discharge Follow-up Quality -> Early Detection Rate -> 30-Day Readmission Rate"",12,""-"""
"Proportion of High-Risk Elderly Patients (Aging population),""30-Day Readmission Rate"",""Proportion of High-Risk Elderly Patients (Aging population) -> Hospital Admissions -> Hospital Operating Costs -> Pressure for Cost Containment -> Discharge Planning Quality -> Average LOS -> Pressure for Early Discharge -> Clinical Stability -> Premature Discharge Risk -> 30-Day Readmission Rate"",9,""-"""
"Proportion of High-Risk Elderly Patients (Aging population),""30-Day Readmission Rate"",""Proportion of High-Risk Elderly Patients (Aging population) -> Hospital Admissions -> Hospital Operating Costs -> Pressure for Cost Containment -> Discharge Planning Quality -> Premature Discharge Risk -> 30-Day Readmission Rate"",6,""+"""
"Proportion of High-Risk Elderly Patients (Aging population),""30-Day Readmission Rate"",""Proportion of High-Risk Elderly Patients (Aging population) -> Hospital Admissions -> Hospital Operating Costs -> Pressure for Cost Containment -> Discharge Planning Quality -> Continuity of Care -> Medication Reconciliation Accuracy -> 30-Day Readmission Rate"",7,""+"""
"Proportion of High-Risk Elderly Patients (Aging population),""30-Day Readmission Rate"",""Proportion of High-Risk Elderly Patients (Aging population) -> Hospital Admissions -> Hospital Operating Costs -> Pressure for Cost Containment -> Discharge Planning Quality -> Continuity of Care -> Post-Discharge Follow-up Quality -> Early Detection Rate -> 30-Day Readmission Rate"",8,""+"""
"Proportion of High-Risk Elderly Patients (Aging population),""30-Day Readmission Rate"",""Proportion of High-Risk Elderly Patients (Aging population) -> Hospital Admissions -> Hospital Operating Costs -> Hospital Budget Pressure -> Hospital Efficiency Mandates -> Average LOS -> Discharge Planning Quality -> Premature Discharge Risk -> 30-Day Readmission Rate"",8,""+"""
"Proportion of High-Risk Elderly Patients (Aging population),""30-Day Readmission Rate"",""Proportion of High-Risk Elderly Patients (Aging population) -> Hospital Admissions -> Hospital Operating Costs -> Hospital Budget Pressure -> Hospital Efficiency Mandates -> Average LOS -> Discharge Planning Quality -> Continuity of Care -> Medication Reconciliation Accuracy -> 30-Day Readmission Rate"",9,""+"""
"Proportion of High-Risk Elderly Patients (Aging population),""30-Day Readmission Rate"",""Proportion of High-Risk Elderly Patients (Aging population) -> Hospital Admissions -> Hospital Operating Costs -> Hospital Budget Pressure -> Hospital Efficiency Mandates -> Average LOS -> Discharge Planning Quality -> Continuity of Care -> Post-Discharge Follow-up Quality -> Early Detection Rate -> 30-Day Readmission Rate"",10,""+"""
"Proportion of High-Risk Elderly Patients (Aging population),""30-Day Readmission Rate"",""Proportion of High-Risk Elderly Patients (Aging population) -> Hospital Admissions -> Hospital Operating Costs -> Hospital Budget Pressure -> Hospital Efficiency Mandates -> Average LOS -> Pressure for Early Discharge -> Post Discharge Care Needs -> Municipal Care Burden/Workload -> Care Gaps -> Post-Discharge Follow-up Quality -> Early Detection Rate -> 30-Day Readmission Rate"",12,""+"""
"Proportion of High-Risk Elderly Patients (Aging population),""30-Day Readmission Rate"",""Proportion of High-Risk Elderly Patients (Aging population) -> Hospital Admissions -> Hospital Operating Costs -> Hospital Budget Pressure -> Hospital Efficiency Mandates -> Average LOS -> Pressure for Early Discharge -> Clinical Stability -> Premature Discharge Risk -> 30-Day Readmission Rate"",9,""+"""
"Proportion of High-Risk Elderly Patients (Aging population),""30-Day Readmission Rate"",""Proportion of High-Risk Elderly Patients (Aging population) -> Hospital Admissions -> Hospital Operating Costs -> Hospital Budget Pressure -> Pressure for Cost Containment -> Average LOS -> Discharge Planning Quality -> Premature Discharge Risk -> 30-Day Readmission Rate"",8,""+"""
"Proportion of High-Risk Elderly Patients (Aging population),""30-Day Readmission Rate"",""Proportion of High-Risk Elderly Patients (Aging population) -> Hospital Admissions -> Hospital Operating Costs -> Hospital Budget Pressure -> Pressure for Cost Containment -> Average LOS -> Discharge Planning Quality -> Continuity of Care -> Medication Reconciliation Accuracy -> 30-Day Readmission Rate"",9,""+"""
"Proportion of High-Risk Elderly Patients (Aging population),""30-Day Readmission Rate"",""Proportion of High-Risk Elderly Patients (Aging population) -> Hospital Admissions -> Hospital Operating Costs -> Hospital Budget Pressure -> Pressure for Cost Containment -> Average LOS -> Discharge Planning Quality -> Continuity of Care -> Post-Discharge Follow-up Quality -> Early Detection Rate -> 30-Day Readmission Rate"",10,""+"""
"Proportion of High-Risk Elderly Patients (Aging population),""30-Day Readmission Rate"",""Proportion of High-Risk Elderly Patients (Aging population) -> Hospital Admissions -> Hospital Operating Costs -> Hospital Budget Pressure -> Pressure for Cost Containment -> Average LOS -> Pressure for Early Discharge -> Post Discharge Care Needs -> Municipal Care Burden/Workload -> Care Gaps -> Post-Discharge Follow-up Quality -> Early Detection Rate -> 30-Day Readmission Rate"",12,""+"""
"Proportion of High-Risk Elderly Patients (Aging population),""30-Day Readmission Rate"",""Proportion of High-Risk Elderly Patients (Aging population) -> Hospital Admissions -> Hospital Operating Costs -> Hospital Budget Pressure -> Pressure for Cost Containment -> Average LOS -> Pressure for Early Discharge -> Clinical Stability -> Premature Discharge Risk -> 30-Day Readmission Rate"",9,""+"""
"Proportion of High-Risk Elderly Patients (Aging population),""30-Day Readmission Rate"",""Proportion of High-Risk Elderly Patients (Aging population) -> Hospital Admissions -> Hospital Operating Costs -> Hospital Budget Pressure -> Pressure for Cost Containment -> Staffing Levels -> Workload -> Medical Error Rate (Care Quality) -> Discharge Planning Quality -> Average LOS -> Pressure for Early Discharge -> Post Discharge Care Needs -> Municipal Care Burden/Workload -> Care Gaps -> Post-Discharge Follow-up Quality -> Early Detection Rate -> 30-Day Readmission Rate"",16,""-"""
"Proportion of High-Risk Elderly Patients (Aging population),""30-Day Readmission Rate"",""Proportion of High-Risk Elderly Patients (Aging population) -> Hospital Admissions -> Hospital Operating Costs -> Hospital Budget Pressure -> Pressure for Cost Containment -> Staffing Levels -> Workload -> Medical Error Rate (Care Quality) -> Discharge Planning Quality -> Average LOS -> Pressure for Early Discharge -> Clinical Stability -> Premature Discharge Risk -> 30-Day Readmission Rate"",13,""-"""
"Proportion of High-Risk Elderly Patients (Aging population),""30-Day Readmission Rate"",""Proportion of High-Risk Elderly Patients (Aging population) -> Hospital Admissions -> Hospital Operating Costs -> Hospital Budget Pressure -> Pressure for Cost Containment -> Staffing Levels -> Workload -> Medical Error Rate (Care Quality) -> Discharge Planning Quality -> Premature Discharge Risk -> 30-Day Readmission Rate"",10,""+"""
"Proportion of High-Risk Elderly Patients (Aging population),""30-Day Readmission Rate"",""Proportion of High-Risk Elderly Patients (Aging population) -> Hospital Admissions -> Hospital Operating Costs -> Hospital Budget Pressure -> Pressure for Cost Containment -> Staffing Levels -> Workload -> Medical Error Rate (Care Quality) -> Discharge Planning Quality -> Continuity of Care -> Medication Reconciliation Accuracy -> 30-Day Readmission Rate"",11,""+"""
"Proportion of High-Risk Elderly Patients (Aging population),""30-Day Readmission Rate"",""Proportion of High-Risk Elderly Patients (Aging population) -> Hospital Admissions -> Hospital Operating Costs -> Hospital Budget Pressure -> Pressure for Cost Containment -> Staffing Levels -> Workload -> Medical Error Rate (Care Quality) -> Discharge Planning Quality -> Continuity of Care -> Post-Discharge Follow-up Quality -> Early Detection Rate -> 30-Day Readmission Rate"",12,""+"""
"Proportion of High-Risk Elderly Patients (Aging population),""30-Day Readmission Rate"",""Proportion of High-Risk Elderly Patients (Aging population) -> Hospital Admissions -> Hospital Operating Costs -> Hospital Budget Pressure -> Pressure for Cost Containment -> Discharge Planning Quality -> Average LOS -> Pressure for Early Discharge -> Post Discharge Care Needs -> Municipal Care Burden/Workload -> Care Gaps -> Post-Discharge Follow-up Quality -> Early Detection Rate -> 30-Day Readmission Rate"",13,""-"""
"Proportion of High-Risk Elderly Patients (Aging population),""30-Day Readmission Rate"",""Proportion of High-Risk Elderly Patients (Aging population) -> Hospital Admissions -> Hospital Operating Costs -> Hospital Budget Pressure -> Pressure for Cost Containment -> Discharge Planning Quality -> Average LOS -> Pressure for Early Discharge -> Clinical Stability -> Premature Discharge Risk -> 30-Day Readmission Rate"",10,""-"""
"Proportion of High-Risk Elderly Patients (Aging population),""30-Day Readmission Rate"",""Proportion of High-Risk Elderly Patients (Aging population) -> Hospital Admissions -> Hospital Operating Costs -> Hospital Budget Pressure -> Pressure for Cost Containment -> Discharge Planning Quality -> Premature Discharge Risk -> 30-Day Readmission Rate"",7,""+"""
"Proportion of High-Risk Elderly Patients (Aging population),""30-Day Readmission Rate"",""Proportion of High-Risk Elderly Patients (Aging population) -> Hospital Admissions -> Hospital Operating Costs -> Hospital Budget Pressure -> Pressure for Cost Containment -> Discharge Planning Quality -> Continuity of Care -> Medication Reconciliation Accuracy -> 30-Day Readmission Rate"",8,""+"""
